#1
double windGeneration(8784,2)
0	1482.0
1	1225.0
2	1149.0
3	937.0
4	620.0
5	339.0
6	219.0
7	84.0
8	31.0
9	18.0
10	17.0
11	28.0
12	66.0
13	169.0
14	294.0
15	443.0
16	561.0
17	663.0
18	893.0
19	1137.0
20	1036.0
21	1190.0
22	1319.0
23	1444.0
24	1540.0
25	1632.0
26	1676.0
27	1657.0
28	1725.0
29	1630.0
30	1628.0
31	1599.0
32	1555.0
33	1556.0
34	1602.0
35	1555.0
36	1536.0
37	1525.0
38	1540.0
39	1637.0
40	1671.0
41	1741.0
42	1870.0
43	1942.0
44	1987.0
45	2011.0
46	1988.0
47	2047.0
48	2091.0
49	2069.0
50	2063.0
51	1977.0
52	1739.0
53	1555.0
54	1411.0
55	1360.0
56	1263.0
57	1209.0
58	1078.0
59	982.0
60	976.0
61	1088.0
62	1272.0
63	1525.0
64	1563.0
65	1597.0
66	1705.0
67	1766.0
68	1670.0
69	1552.0
70	1546.0
71	1451.0
72	1275.0
73	1102.0
74	1014.0
75	953.0
76	987.0
77	861.0
78	795.0
79	668.0
80	624.0
81	589.0
82	560.0
83	523.0
84	485.0
85	473.0
86	519.0
87	559.0
88	662.0
89	777.0
90	811.0
91	843.0
92	862.0
93	850.0
94	833.0
95	802.0
96	784.0
97	679.0
98	640.0
99	611.0
100	606.0
101	587.0
102	616.0
103	699.0
104	711.0
105	574.0
106	548.0
107	519.0
108	506.0
109	479.0
110	502.0
111	610.0
112	700.0
113	711.0
114	765.0
115	752.0
116	719.0
117	709.0
118	704.0
119	688.0
120	669.0
121	597.0
122	577.0
123	531.0
124	519.0
125	514.0
126	488.0
127	486.0
128	426.0
129	378.0
130	310.0
131	266.0
132	228.0
133	270.0
134	299.0
135	252.0
136	301.0
137	286.0
138	277.0
139	295.0
140	396.0
141	440.0
142	440.0
143	447.0
144	500.0
145	598.0
146	714.0
147	762.0
148	846.0
149	1151.0
150	1270.0
151	1390.0
152	1357.0
153	1284.0
154	1459.0
155	1621.0
156	1648.0
157	1629.0
158	1790.0
159	1917.0
160	1889.0
161	1689.0
162	1997.0
163	2284.0
164	2165.0
165	2315.0
166	2311.0
167	2305.0
168	2247.0
169	2273.0
170	2243.0
171	2229.0
172	2165.0
173	2124.0
174	1959.0
175	1710.0
176	1483.0
177	1222.0
178	944.0
179	980.0
180	939.0
181	959.0
182	888.0
183	799.0
184	849.0
185	965.0
186	1057.0
187	1264.0
188	1228.0
189	1197.0
190	1071.0
191	948.0
192	900.0
193	959.0
194	1036.0
195	965.0
196	938.0
197	972.0
198	1077.0
199	1244.0
200	1188.0
201	1056.0
202	945.0
203	941.0
204	923.0
205	1019.0
206	1031.0
207	1161.0
208	1149.0
209	1276.0
210	1470.0
211	1536.0
212	1694.0
213	1953.0
214	1975.0
215	2135.0
216	2190.0
217	2224.0
218	2180.0
219	2091.0
220	1947.0
221	1864.0
222	1778.0
223	1751.0
224	2004.0
225	2130.0
226	2140.0
227	2026.0
228	1912.0
229	1867.0
230	1577.0
231	1312.0
232	1379.0
233	1260.0
234	1200.0
235	1191.0
236	1196.0
237	1078.0
238	1090.0
239	1055.0
240	1149.0
241	1084.0
242	1079.0
243	983.0
244	1084.0
245	1023.0
246	1104.0
247	983.0
248	976.0
249	903.0
250	977.0
251	1031.0
252	1097.0
253	825.0
254	763.0
255	762.0
256	838.0
257	974.0
258	1082.0
259	1133.0
260	1264.0
261	1234.0
262	1237.0
263	1322.0
264	1333.0
265	1397.0
266	1478.0
267	1429.0
268	1335.0
269	1352.0
270	1431.0
271	1341.0
272	1336.0
273	1451.0
274	1551.0
275	1703.0
276	1806.0
277	1720.0
278	1743.0
279	1736.0
280	1791.0
281	1772.0
282	1545.0
283	1531.0
284	1584.0
285	1622.0
286	1544.0
287	1414.0
288	1286.0
289	1478.0
290	1923.0
291	2101.0
292	1958.0
293	1703.0
294	1378.0
295	1010.0
296	681.0
297	613.0
298	612.0
299	855.0
300	847.0
301	936.0
302	983.0
303	980.0
304	1052.0
305	1108.0
306	988.0
307	934.0
308	906.0
309	874.0
310	1062.0
311	1159.0
312	1131.0
313	1196.0
314	1395.0
315	1435.0
316	1570.0
317	1727.0
318	1844.0
319	1950.0
320	1814.0
321	1749.0
322	1614.0
323	1403.0
324	1309.0
325	1351.0
326	1345.0
327	1363.0
328	1212.0
329	1111.0
330	1199.0
331	1245.0
332	1421.0
333	1394.0
334	1261.0
335	1366.0
336	1459.0
337	1528.0
338	1467.0
339	1466.0
340	1185.0
341	962.0
342	888.0
343	770.0
344	596.0
345	795.0
346	674.0
347	385.0
348	488.0
349	514.0
350	466.0
351	411.0
352	399.0
353	449.0
354	365.0
355	272.0
356	157.0
357	109.0
358	145.0
359	176.0
360	336.0
361	806.0
362	1142.0
363	1487.0
364	1626.0
365	1737.0
366	2002.0
367	2163.0
368	2258.0
369	2161.0
370	2087.0
371	1645.0
372	1590.0
373	1327.0
374	1473.0
375	1148.0
376	1373.0
377	1300.0
378	1107.0
379	1123.0
380	1035.0
381	1192.0
382	1168.0
383	1248.0
384	1370.0
385	1112.0
386	1037.0
387	920.0
388	592.0
389	485.0
390	279.0
391	258.0
392	214.0
393	185.0
394	222.0
395	216.0
396	107.0
397	33.0
398	16.0
399	20.0
400	52.0
401	84.0
