#1
double airTemperature(8760,2)
0	7.039
1	6.706
2	6.489
3	6.417
4	6.529
5	6.749
6	6.879
7	6.902
8	6.839
9	6.923
10	7.085
11	7.185
12	7.049
13	6.624
14	5.902
15	5.033
16	4.732
17	4.647
18	4.645
19	4.719
20	4.782
21	4.839
22	4.916
23	5.039
24	5.237
25	5.432
26	5.533
27	5.448
28	5.184
29	4.892
30	4.532
31	4.122
32	4.593
33	5.908
34	6.774
35	7.375
36	7.634
37	7.492
38	6.992
39	6.283
40	6.152
41	6.041
42	5.928
43	5.83
44	5.827
45	5.942
46	6.275
47	6.674
48	7.126
49	7.513
50	7.825
51	8.006
52	8.148
53	8.197
54	8.132
55	8.052
56	8.237
57	8.793
58	9.397
59	9.96
60	10.233
61	10.081
62	9.675
63	9.264
64	9.027
65	8.905
66	8.824
67	8.756
68	8.687
69	8.556
70	8.381
71	8.333
72	8.314
73	8.358
74	8.445
75	8.54
76	8.604
77	8.553
78	8.388
79	8.183
80	8.243
81	8.69
82	9.103
83	9.288
84	9.314
85	9.212
86	8.98
87	8.698
88	8.49
89	8.314
90	8.197
91	8.098
92	8.024
93	7.956
94	7.888
95	7.817
96	7.729
97	7.633
98	7.526
99	7.41
100	7.304
101	7.217
102	7.185
103	7.173
104	7.407
105	7.79
106	8.087
107	8.247
108	8.204
109	8.045
110	7.718
111	7.291
112	7.2
113	7.178
114	7.186
115	7.187
116	7.163
117	7.216
118	7.335
119	7.453
120	7.539
121	7.522
122	7.545
123	7.395
124	7.18
125	7.183
126	7.126
127	7.166
128	7.482
129	8.006
130	8.599
131	9.131
132	9.386
133	9.247
134	8.78
135	8.073
136	7.711
137	7.483
138	7.338
139	7.267
140	7.204
141	7.133
142	7.096
143	7.073
144	7.061
145	7.073
146	7.125
147	7.166
148	7.202
149	7.203
150	7.136
151	7.018
152	7.133
153	7.407
154	7.659
155	7.819
156	7.832
157	7.69
158	7.326
159	6.734
160	6.464
161	6.306
162	6.145
163	5.972
164	5.778
165	5.639
166	5.552
167	5.452
168	5.355
169	5.275
170	5.225
171	5.199
172	5.234
173	5.336
174	5.507
175	5.703
176	6.085
177	6.534
178	7.019
179	7.47
180	7.789
181	7.884
182	7.756
183	7.537
184	7.412
185	7.351
186	7.274
187	7.175
188	7.056
189	6.94
190	6.827
191	6.711
192	6.607
193	6.517
194	6.417
195	6.314
196	6.193
197	6.07
198	5.962
199	5.853
200	5.788
201	5.839
202	5.985
203	6.2
204	6.426
205	6.547
206	6.463
207	6.058
208	5.687
209	5.296
210	4.779
211	4.361
212	4.1
213	3.847
214	3.808
215	3.916
216	3.987
217	3.987
218	4.032
219	4.001
220	3.787
221	3.512
222	3.411
223	3.435
224	4.194
225	5.263
226	5.981
227	6.471
228	6.644
229	6.496
230	5.851
